scaffold,frequency
CC1[CH][C]2C[C]3CC4CCCCC4CC3C(C)C2C(C)C1,1
CC1[C](C[CH]CCC2CCCCC2)CCCC2CCC[CH]C21,1
[CH]1CCC2CC(CCC3CCCC(C4CCCCC4)C3)CCC12,1
[CH]1CCC2[C](C1)C[CH][C]1[C]3CC[CH]C3CC[C]12,1
[CH]1CCCC1,1
[CH]1[CH]C[C](C2CCC3CCCCC32)C1,1
[CH]1[CH][CH][C](C2CCCC(CC3CCC(C4CCCCC4)C3)C2)C[CH]1,1
[CH]1[CH][CH][C](C2CCCC(CC3CCC(C[C]4CCCC4)CC3)C2)C[CH]1,1
[CH]1[CH][CH][C](C2CCCC(CC3CCCCC3)C2)C[CH]1,1
[CH]1[CH][CH][C](C[C]2[CH]C[CH][C](C[C]3[CH]C[CH][CH]C3)[CH]2)C[CH]1,1
[CH]1[CH][CH][C](C[C]2[CH]C[CH][C](C[C]3[CH][CH][CH][CH]C3)[CH]2)C[CH]1,1
[CH]1[CH][C](C[C]2[CH]C[CH][C](C[C]3[CH]CC[CH]C3)[CH]2)CCC1,1
[CH]1[CH][C]2[CH]C[CH]CC2CC1,1
