source_csv,source_name,model_group,row_index,metric,score
confirmed_models/results_full_coverage_descriptor_fp_meta_v4/summaries/external_metrics__blend_challenger_fpdesc_desclogreg_valopt3__cal_none__thr_f1.csv,confirmed_models__results_full_coverage_descriptor_fp_meta_v4__summaries__external_metrics__blend_challenger_fpdesc_desclogreg_valopt3__cal_none__thr_f1.csv,confirmed_models,0,tn,102.0
confirmed_models/results_full_coverage_descriptor_fp_meta_v4/summaries/external_metrics__blend_challenger_fpdesc_desclogreg_valopt3__cal_none__thr_f1.csv,confirmed_models__results_full_coverage_descriptor_fp_meta_v4__summaries__external_metrics__blend_challenger_fpdesc_desclogreg_valopt3__cal_none__thr_f1.csv,confirmed_models,0,fn,30.0
confirmed_models/results_full_coverage_descriptor_fp_meta_v4/summaries/external_metrics__blend_challenger_fpdesc_desclogreg_valopt3__cal_none__thr_kappa.csv,confirmed_models__results_full_coverage_descriptor_fp_meta_v4__summaries__external_metrics__blend_challenger_fpdesc_desclogreg_valopt3__cal_none__thr_kappa.csv,confirmed_models,0,accuracy,0.7317880794701986
confirmed_models/results_full_coverage_descriptor_fp_meta_v4/summaries/external_metrics__blend_challenger_fpdesc_desclogreg_valopt3__cal_none__thr_kappa.csv,confirmed_models__results_full_coverage_descriptor_fp_meta_v4__summaries__external_metrics__blend_challenger_fpdesc_desclogreg_valopt3__cal_none__thr_kappa.csv,confirmed_models,0,precision,0.7225806451612903
confirmed_models/results_full_coverage_descriptor_fp_meta_v4/summaries/external_metrics__blend_challenger_fpdesc_desclogreg_valopt3__cal_none__thr_kappa.csv,confirmed_models__results_full_coverage_descriptor_fp_meta_v4__summaries__external_metrics__blend_challenger_fpdesc_desclogreg_valopt3__cal_none__thr_kappa.csv,confirmed_models,0,recall,0.7466666666666667
confirmed_models/results_full_coverage_descriptor_fp_meta_v4/summaries/external_metrics__blend_challenger_fpdesc_desclogreg_valopt3__cal_none__thr_kappa.csv,confirmed_models__results_full_coverage_descriptor_fp_meta_v4__summaries__external_metrics__blend_challenger_fpdesc_desclogreg_valopt3__cal_none__thr_kappa.csv,confirmed_models,0,f1,0.7344262295081967
confirmed_models/results_full_coverage_descriptor_fp_meta_v4/summaries/external_metrics__blend_challenger_fpdesc_desclogreg_valopt3__cal_none__thr_kappa.csv,confirmed_models__results_full_coverage_descriptor_fp_meta_v4__summaries__external_metrics__blend_challenger_fpdesc_desclogreg_valopt3__cal_none__thr_kappa.csv,confirmed_models,0,kappa,0.4636702477526858
confirmed_models/results_full_coverage_descriptor_fp_meta_v4/summaries/external_metrics__blend_challenger_fpdesc_desclogreg_valopt3__cal_none__thr_kappa.csv,confirmed_models__results_full_coverage_descriptor_fp_meta_v4__summaries__external_metrics__blend_challenger_fpdesc_desclogreg_valopt3__cal_none__thr_kappa.csv,confirmed_models,0,auroc,0.8207456140350877
confirmed_models/results_full_coverage_descriptor_fp_meta_v4/summaries/external_metrics__blend_challenger_fpdesc_desclogreg_valopt3__cal_none__thr_kappa.csv,confirmed_models__results_full_coverage_descriptor_fp_meta_v4__summaries__external_metrics__blend_challenger_fpdesc_desclogreg_valopt3__cal_none__thr_kappa.csv,confirmed_models,0,specificity,0.7171052631578947
confirmed_models/results_full_coverage_descriptor_fp_meta_v4/summaries/external_metrics__blend_challenger_fpdesc_desclogreg_valopt3__cal_none__thr_kappa.csv,confirmed_models__results_full_coverage_descriptor_fp_meta_v4__summaries__external_metrics__blend_challenger_fpdesc_desclogreg_valopt3__cal_none__thr_kappa.csv,confirmed_models,0,sensitivity,0.7466666666666667
confirmed_models/results_full_coverage_descriptor_fp_meta_v4/summaries/external_metrics__blend_challenger_fpdesc_desclogreg_valopt3__cal_none__thr_kappa.csv,confirmed_models__results_full_coverage_descriptor_fp_meta_v4__summaries__external_metrics__blend_challenger_fpdesc_desclogreg_valopt3__cal_none__thr_kappa.csv,confirmed_models,0,mcc,0.4639245616963339
confirmed_models/results_full_coverage_descriptor_fp_meta_v4/summaries/external_metrics__blend_challenger_fpdesc_desclogreg_valopt3__cal_none__thr_kappa.csv,confirmed_models__results_full_coverage_descriptor_fp_meta_v4__summaries__external_metrics__blend_challenger_fpdesc_desclogreg_valopt3__cal_none__thr_kappa.csv,confirmed_models,0,tp,112.0
confirmed_models/results_full_coverage_descriptor_fp_meta_v4/summaries/external_metrics__blend_challenger_fpdesc_desclogreg_valopt3__cal_none__thr_kappa.csv,confirmed_models__results_full_coverage_descriptor_fp_meta_v4__summaries__external_metrics__blend_challenger_fpdesc_desclogreg_valopt3__cal_none__thr_kappa.csv,confirmed_models,0,fp,43.0
confirmed_models/results_full_coverage_descriptor_fp_meta_v4/summaries/external_metrics__blend_challenger_fpdesc_desclogreg_valopt3__cal_none__thr_kappa.csv,confirmed_models__results_full_coverage_descriptor_fp_meta_v4__summaries__external_metrics__blend_challenger_fpdesc_desclogreg_valopt3__cal_none__thr_kappa.csv,confirmed_models,0,tn,109.0
confirmed_models/results_full_coverage_descriptor_fp_meta_v4/summaries/external_metrics__blend_challenger_fpdesc_desclogreg_valopt3__cal_none__thr_kappa.csv,confirmed_models__results_full_coverage_descriptor_fp_meta_v4__summaries__external_metrics__blend_challenger_fpdesc_desclogreg_valopt3__cal_none__thr_kappa.csv,confirmed_models,0,fn,38.0
confirmed_models/results_full_coverage_descriptor_fp_meta_v4/summaries/external_metrics__blend_challenger_fpdesc_desclogreg_valopt3__cal_sigmoid__thr_f1.csv,confirmed_models__results_full_coverage_descriptor_fp_meta_v4__summaries__external_metrics__blend_challenger_fpdesc_desclogreg_valopt3__cal_sigmoid__thr_f1.csv,confirmed_models,0,accuracy,0.7350993377483444
confirmed_models/results_full_coverage_descriptor_fp_meta_v4/summaries/external_metrics__blend_challenger_fpdesc_desclogreg_valopt3__cal_sigmoid__thr_f1.csv,confirmed_models__results_full_coverage_descriptor_fp_meta_v4__summaries__external_metrics__blend_challenger_fpdesc_desclogreg_valopt3__cal_sigmoid__thr_f1.csv,confirmed_models,0,precision,0.7058823529411765
